C,kernel,gamma,degree,train_accuracy,validation_accuracy,test_accuracy
0.01,linear,scale,2,0.7747747747747747,0.7584905660377359,0.7551020408163265
0.01,linear,scale,3,0.7747747747747747,0.7584905660377359,0.7551020408163265
0.01,linear,scale,4,0.7747747747747747,0.7584905660377359,0.7551020408163265
0.01,linear,auto,2,0.7747747747747747,0.7584905660377359,0.7551020408163265
0.01,linear,auto,3,0.7747747747747747,0.7584905660377359,0.7551020408163265
0.01,linear,auto,4,0.7747747747747747,0.7584905660377359,0.7551020408163265
0.01,poly,scale,2,0.7663288288288288,0.7018867924528301,0.7142857142857143
0.01,poly,scale,3,0.7849099099099099,0.6981132075471698,0.6598639455782312
0.01,poly,scale,4,0.8063063063063063,0.7056603773584905,0.673469387755102
0.01,poly,auto,2,0.7128378378378378,0.539622641509434,0.5510204081632653
0.01,poly,auto,3,0.625,0.35094339622641507,0.38095238095238093
0.01,poly,auto,4,0.5681306306306306,0.27169811320754716,0.2653061224489796
0.01,rbf,scale,2,0.7775900900900901,0.8150943396226416,0.7959183673469388
0.01,rbf,scale,3,0.7775900900900901,0.8150943396226416,0.7959183673469388
0.01,rbf,scale,4,0.7775900900900901,0.8150943396226416,0.7959183673469388
0.01,rbf,auto,2,0.7567567567567568,0.7660377358490567,0.7891156462585034
0.01,rbf,auto,3,0.7567567567567568,0.7660377358490567,0.7891156462585034
0.01,rbf,auto,4,0.7567567567567568,0.7660377358490567,0.7891156462585034
0.01,sigmoid,scale,2,0.7286036036036037,0.7622641509433963,0.782312925170068
0.01,sigmoid,scale,3,0.7286036036036037,0.7622641509433963,0.782312925170068
0.01,sigmoid,scale,4,0.7286036036036037,0.7622641509433963,0.782312925170068
0.01,sigmoid,auto,2,0.7511261261261262,0.7584905660377359,0.7755102040816326
0.01,sigmoid,auto,3,0.7511261261261262,0.7584905660377359,0.7755102040816326
0.01,sigmoid,auto,4,0.7511261261261262,0.7584905660377359,0.7755102040816326
0.1,linear,scale,2,0.8079954954954955,0.7773584905660378,0.7619047619047619
0.1,linear,scale,3,0.8079954954954955,0.7773584905660378,0.7619047619047619
0.1,linear,scale,4,0.8079954954954955,0.7773584905660378,0.7619047619047619
0.1,linear,auto,2,0.8079954954954955,0.7773584905660378,0.7619047619047619
0.1,linear,auto,3,0.8079954954954955,0.7773584905660378,0.7619047619047619
0.1,linear,auto,4,0.8079954954954955,0.7773584905660378,0.7619047619047619
0.1,poly,scale,2,0.8361486486486487,0.7962264150943397,0.7551020408163265
0.1,poly,scale,3,0.8930180180180181,0.8037735849056604,0.7346938775510204
0.1,poly,scale,4,0.9391891891891891,0.8075471698113208,0.7346938775510204
0.1,poly,auto,2,0.7128378378378378,0.539622641509434,0.5510204081632653
0.1,poly,auto,3,0.625,0.35094339622641507,0.38095238095238093
0.1,poly,auto,4,0.5681306306306306,0.27169811320754716,0.2653061224489796
0.1,rbf,scale,2,0.8423423423423423,0.8,0.7959183673469388
0.1,rbf,scale,3,0.8423423423423423,0.8,0.7959183673469388
0.1,rbf,scale,4,0.8423423423423423,0.8,0.7959183673469388
0.1,rbf,auto,2,0.7668918918918919,0.7396226415094339,0.7414965986394558
0.1,rbf,auto,3,0.7668918918918919,0.7396226415094339,0.7414965986394558
0.1,rbf,auto,4,0.7668918918918919,0.7396226415094339,0.7414965986394558
0.1,sigmoid,scale,2,0.732545045045045,0.7358490566037735,0.7414965986394558
0.1,sigmoid,scale,3,0.732545045045045,0.7358490566037735,0.7414965986394558
0.1,sigmoid,scale,4,0.732545045045045,0.7358490566037735,0.7414965986394558
0.1,sigmoid,auto,2,0.7443693693693694,0.7358490566037735,0.7551020408163265
0.1,sigmoid,auto,3,0.7443693693693694,0.7358490566037735,0.7551020408163265
0.1,sigmoid,auto,4,0.7443693693693694,0.7358490566037735,0.7551020408163265
1.0,linear,scale,2,0.8136261261261262,0.7811320754716982,0.7414965986394558
1.0,linear,scale,3,0.8136261261261262,0.7811320754716982,0.7414965986394558
1.0,linear,scale,4,0.8136261261261262,0.7811320754716982,0.7414965986394558
1.0,linear,auto,2,0.8136261261261262,0.7811320754716982,0.7414965986394558
1.0,linear,auto,3,0.8136261261261262,0.7811320754716982,0.7414965986394558
1.0,linear,auto,4,0.8136261261261262,0.7811320754716982,0.7414965986394558
1.0,poly,scale,2,0.9211711711711712,0.8188679245283019,0.7959183673469388
1.0,poly,scale,3,0.9780405405405406,0.8113207547169812,0.8027210884353742
1.0,poly,scale,4,0.9932432432432432,0.8037735849056604,0.7959183673469388
1.0,poly,auto,2,0.786036036036036,0.7433962264150943,0.7210884353741497
1.0,poly,auto,3,0.6711711711711712,0.44150943396226416,0.46938775510204084
1.0,poly,auto,4,0.5681306306306306,0.27169811320754716,0.2653061224489796
1.0,rbf,scale,2,0.9622747747747747,0.8301886792452831,0.8163265306122449
1.0,rbf,scale,3,0.9622747747747747,0.8301886792452831,0.8163265306122449
1.0,rbf,scale,4,0.9622747747747747,0.8301886792452831,0.8163265306122449
1.0,rbf,auto,2,0.821509009009009,0.7886792452830189,0.7755102040816326
1.0,rbf,auto,3,0.821509009009009,0.7886792452830189,0.7755102040816326
1.0,rbf,auto,4,0.821509009009009,0.7886792452830189,0.7755102040816326
1.0,sigmoid,scale,2,0.5990990990990991,0.6226415094339622,0.6530612244897959
1.0,sigmoid,scale,3,0.5990990990990991,0.6226415094339622,0.6530612244897959
1.0,sigmoid,scale,4,0.5990990990990991,0.6226415094339622,0.6530612244897959
1.0,sigmoid,auto,2,0.7804054054054054,0.7660377358490567,0.7619047619047619
1.0,sigmoid,auto,3,0.7804054054054054,0.7660377358490567,0.7619047619047619
1.0,sigmoid,auto,4,0.7804054054054054,0.7660377358490567,0.7619047619047619
10.0,linear,scale,2,0.8113738738738738,0.7849056603773585,0.7278911564625851
10.0,linear,scale,3,0.8113738738738738,0.7849056603773585,0.7278911564625851
10.0,linear,scale,4,0.8113738738738738,0.7849056603773585,0.7278911564625851
10.0,linear,auto,2,0.8113738738738738,0.7849056603773585,0.7278911564625851
10.0,linear,auto,3,0.8113738738738738,0.7849056603773585,0.7278911564625851
10.0,linear,auto,4,0.8113738738738738,0.7849056603773585,0.7278911564625851
10.0,poly,scale,2,0.9802927927927928,0.8301886792452831,0.782312925170068
10.0,poly,scale,3,0.9994369369369369,0.8037735849056604,0.7687074829931972
10.0,poly,scale,4,1.0,0.7924528301886793,0.7755102040816326
10.0,poly,auto,2,0.8609234234234234,0.7962264150943397,0.7414965986394558
10.0,poly,auto,3,0.829954954954955,0.7735849056603774,0.7278911564625851
10.0,poly,auto,4,0.7190315315315315,0.5471698113207547,0.564625850340136
10.0,rbf,scale,2,0.9977477477477478,0.8339622641509434,0.8027210884353742
10.0,rbf,scale,3,0.9977477477477478,0.8339622641509434,0.8027210884353742
10.0,rbf,scale,4,0.9977477477477478,0.8339622641509434,0.8027210884353742
10.0,rbf,auto,2,0.9070945945945946,0.8415094339622642,0.782312925170068
10.0,rbf,auto,3,0.9070945945945946,0.8415094339622642,0.782312925170068
10.0,rbf,auto,4,0.9070945945945946,0.8415094339622642,0.782312925170068
10.0,sigmoid,scale,2,0.597972972972973,0.6,0.6258503401360545
10.0,sigmoid,scale,3,0.597972972972973,0.6,0.6258503401360545
10.0,sigmoid,scale,4,0.597972972972973,0.6,0.6258503401360545
10.0,sigmoid,auto,2,0.7989864864864865,0.7886792452830189,0.7619047619047619
10.0,sigmoid,auto,3,0.7989864864864865,0.7886792452830189,0.7619047619047619
10.0,sigmoid,auto,4,0.7989864864864865,0.7886792452830189,0.7619047619047619
100.0,linear,scale,2,0.8102477477477478,0.7773584905660378,0.7278911564625851
100.0,linear,scale,3,0.8102477477477478,0.7773584905660378,0.7278911564625851
100.0,linear,scale,4,0.8102477477477478,0.7773584905660378,0.7278911564625851
100.0,linear,auto,2,0.8102477477477478,0.7773584905660378,0.7278911564625851
100.0,linear,auto,3,0.8102477477477478,0.7773584905660378,0.7278911564625851
100.0,linear,auto,4,0.8102477477477478,0.7773584905660378,0.7278911564625851
100.0,poly,scale,2,1.0,0.7773584905660378,0.7414965986394558
100.0,poly,scale,3,1.0,0.7962264150943397,0.7687074829931972
100.0,poly,scale,4,1.0,0.7924528301886793,0.7755102040816326
100.0,poly,auto,2,0.9493243243243243,0.8226415094339623,0.8027210884353742
100.0,poly,auto,3,0.9352477477477478,0.8037735849056604,0.7619047619047619
100.0,poly,auto,4,0.8947072072072072,0.7735849056603774,0.7074829931972789
100.0,rbf,scale,2,1.0,0.8226415094339623,0.7959183673469388
100.0,rbf,scale,3,1.0,0.8226415094339623,0.7959183673469388
100.0,rbf,scale,4,1.0,0.8226415094339623,0.7959183673469388
100.0,rbf,auto,2,0.9701576576576577,0.8339622641509434,0.8231292517006803
100.0,rbf,auto,3,0.9701576576576577,0.8339622641509434,0.8231292517006803
