C,kernel,gamma,degree,train_accuracy,validation_accuracy,test_accuracy
10.0,poly,scale,4,1.0,0.7886792452830189,0.7687074829931972
10.0,poly,auto,2,0.8577728776185226,0.8075471698113208,0.7278911564625851
10.0,poly,auto,3,0.8070562293274531,0.7245283018867924,0.673469387755102
10.0,poly,auto,4,0.6769570011025359,0.44528301886792454,0.4489795918367347
10.0,rbf,scale,2,0.9977949283351709,0.8339622641509434,0.7959183673469388
10.0,rbf,scale,3,0.9977949283351709,0.8339622641509434,0.7959183673469388
10.0,rbf,scale,4,0.9977949283351709,0.8339622641509434,0.7959183673469388
10.0,rbf,auto,2,0.9112458654906285,0.8150943396226416,0.7551020408163265
10.0,rbf,auto,3,0.9112458654906285,0.8150943396226416,0.7551020408163265
10.0,rbf,auto,4,0.9112458654906285,0.8150943396226416,0.7551020408163265
10.0,sigmoid,scale,2,0.5871003307607497,0.5886792452830188,0.6190476190476191
10.0,sigmoid,scale,3,0.5871003307607497,0.5886792452830188,0.6190476190476191
10.0,sigmoid,scale,4,0.5871003307607497,0.5886792452830188,0.6190476190476191
10.0,sigmoid,auto,2,0.7861080485115767,0.7622641509433963,0.7414965986394558
10.0,sigmoid,auto,3,0.7861080485115767,0.7622641509433963,0.7414965986394558
10.0,sigmoid,auto,4,0.7861080485115767,0.7622641509433963,0.7414965986394558
100.0,linear,scale,2,0.8202866593164277,0.7509433962264151,0.7142857142857143
100.0,linear,scale,3,0.8202866593164277,0.7509433962264151,0.7142857142857143
100.0,linear,scale,4,0.8202866593164277,0.7509433962264151,0.7142857142857143
100.0,linear,auto,2,0.8202866593164277,0.7509433962264151,0.7142857142857143
100.0,linear,auto,3,0.8202866593164277,0.7509433962264151,0.7142857142857143
100.0,linear,auto,4,0.8202866593164277,0.7509433962264151,0.7142857142857143
100.0,poly,scale,2,1.0,0.7660377358490567,0.7346938775510204
100.0,poly,scale,3,1.0,0.7849056603773585,0.7687074829931972
100.0,poly,scale,4,1.0,0.7886792452830189,0.7687074829931972
100.0,poly,auto,2,0.9492833517089305,0.8,0.7959183673469388
100.0,poly,auto,3,0.9388092613009923,0.7962264150943397,0.7346938775510204
100.0,poly,auto,4,0.8776185226019846,0.7547169811320755,0.7074829931972789
100.0,rbf,scale,2,1.0,0.8150943396226416,0.7891156462585034
100.0,rbf,scale,3,1.0,0.8150943396226416,0.7891156462585034
100.0,rbf,scale,4,1.0,0.8150943396226416,0.7891156462585034
100.0,rbf,auto,2,0.9735391400220507,0.8528301886792453,0.8027210884353742
100.0,rbf,auto,3,0.9735391400220507,0.8528301886792453,0.8027210884353742
100.0,rbf,auto,4,0.9735391400220507,0.8528301886792453,0.8027210884353742
100.0,sigmoid,scale,2,0.5986769570011026,0.5924528301886792,0.6122448979591837
100.0,sigmoid,scale,3,0.5986769570011026,0.5924528301886792,0.6122448979591837
100.0,sigmoid,scale,4,0.5986769570011026,0.5924528301886792,0.6122448979591837
100.0,sigmoid,auto,2,0.6990077177508269,0.720754716981132,0.6938775510204082
100.0,sigmoid,auto,3,0.6990077177508269,0.720754716981132,0.6938775510204082
100.0,sigmoid,auto,4,0.6990077177508269,0.720754716981132,0.6938775510204082
