C,kernel,gamma,degree,train_accuracy,validation_accuracy,test_accuracy
0.01,linear,scale,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,linear,scale,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,linear,scale,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,linear,auto,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,linear,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,linear,auto,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,poly,scale,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,poly,scale,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,poly,scale,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,poly,auto,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,poly,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,poly,auto,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,rbf,scale,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,rbf,scale,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,rbf,scale,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,rbf,auto,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,rbf,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,rbf,auto,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,sigmoid,scale,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,sigmoid,scale,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,sigmoid,scale,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,sigmoid,auto,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,sigmoid,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.01,sigmoid,auto,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,linear,scale,2,0.8664007976071785,0.8679245283018868,0.8571428571428571
0.1,linear,scale,3,0.8664007976071785,0.8679245283018868,0.8571428571428571
0.1,linear,scale,4,0.8664007976071785,0.8679245283018868,0.8571428571428571
0.1,linear,auto,2,0.8664007976071785,0.8679245283018868,0.8571428571428571
0.1,linear,auto,3,0.8664007976071785,0.8679245283018868,0.8571428571428571
0.1,linear,auto,4,0.8664007976071785,0.8679245283018868,0.8571428571428571
0.1,poly,scale,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,poly,scale,3,0.843469591226321,0.8377358490566038,0.8367346938775511
0.1,poly,scale,4,0.8753738783649053,0.8641509433962264,0.8367346938775511
0.1,poly,auto,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,poly,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,poly,auto,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,rbf,scale,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,rbf,scale,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,rbf,scale,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,rbf,auto,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,rbf,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,rbf,auto,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,sigmoid,scale,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,sigmoid,scale,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,sigmoid,scale,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,sigmoid,auto,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,sigmoid,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
0.1,sigmoid,auto,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
1.0,linear,scale,2,0.8963110667996012,0.8981132075471698,0.8571428571428571
1.0,linear,scale,3,0.8963110667996012,0.8981132075471698,0.8571428571428571
1.0,linear,scale,4,0.8963110667996012,0.8981132075471698,0.8571428571428571
1.0,linear,auto,2,0.8963110667996012,0.8981132075471698,0.8571428571428571
1.0,linear,auto,3,0.8963110667996012,0.8981132075471698,0.8571428571428571
1.0,linear,auto,4,0.8963110667996012,0.8981132075471698,0.8571428571428571
1.0,poly,scale,2,0.9172482552342971,0.8830188679245283,0.8571428571428571
1.0,poly,scale,3,0.9561316051844466,0.8641509433962264,0.8503401360544217
1.0,poly,scale,4,0.9870388833499502,0.8339622641509434,0.8299319727891157
1.0,poly,auto,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
1.0,poly,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
1.0,poly,auto,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
1.0,rbf,scale,2,0.8993020937188435,0.8830188679245283,0.8571428571428571
1.0,rbf,scale,3,0.8993020937188435,0.8830188679245283,0.8571428571428571
1.0,rbf,scale,4,0.8993020937188435,0.8830188679245283,0.8571428571428571
1.0,rbf,auto,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
1.0,rbf,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
1.0,rbf,auto,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
1.0,sigmoid,scale,2,0.8115653040877367,0.8415094339622642,0.8639455782312925
1.0,sigmoid,scale,3,0.8115653040877367,0.8415094339622642,0.8639455782312925
1.0,sigmoid,scale,4,0.8115653040877367,0.8415094339622642,0.8639455782312925
1.0,sigmoid,auto,2,0.8305084745762712,0.8377358490566038,0.8367346938775511
1.0,sigmoid,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
1.0,sigmoid,auto,4,0.8305084745762712,0.8377358490566038,0.8367346938775511
10.0,linear,scale,2,0.8943170488534397,0.8943396226415095,0.8503401360544217
10.0,linear,scale,3,0.8943170488534397,0.8943396226415095,0.8503401360544217
10.0,linear,scale,4,0.8943170488534397,0.8943396226415095,0.8503401360544217
10.0,linear,auto,2,0.8943170488534397,0.8943396226415095,0.8503401360544217
10.0,linear,auto,3,0.8943170488534397,0.8943396226415095,0.8503401360544217
10.0,linear,auto,4,0.8943170488534397,0.8943396226415095,0.8503401360544217
10.0,poly,scale,2,0.9740777666999003,0.8452830188679246,0.8027210884353742
10.0,poly,scale,3,0.9990029910269193,0.8339622641509434,0.7959183673469388
10.0,poly,scale,4,1.0,0.8415094339622642,0.8027210884353742
10.0,poly,auto,2,0.8514456630109671,0.8528301886792453,0.8435374149659864
10.0,poly,auto,3,0.8305084745762712,0.8377358490566038,0.8367346938775511
